step_idx,day,t,agent_n,unique_action_n,meal_n,sleep_n,mobility_n,digital_n,other_n,actions_joined,step.decision_attempt_count,step.event_emitted_count,step.no_event_count,step.scenario_pre_match_miss_count,step.scenario_skip_count,step.digital_exposure_count,step.digital_supply_seeded_count,step.digital_supply_surface_count,step.digital_supply_completed_count,step.llm_calls_this_step
504,5,43201.0,6,6,3,2,0,0,1,500001485:Start the cooking process | 500004777:Set up a comfortable sleep environment | 500042946:Prepare the bed for sleep | 500044556:Enjoy the meal alone in the tranquility of home | 500061990:Conclude meal preparation | 500062228:Review and prepare shopping list,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
505,5,44101.0,6,6,3,0,0,0,3,500001485:Start the cooking process | 500004777:Prepare the sleeping environment | 500042946:Return to home | 500044556:Enjoy the meal alone in the tranquility of home | 500061990:Conclude meal preparation | 500062228:Dress appropriately for the weather,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
506,5,45001.0,6,6,3,0,0,1,2,"500001485:Start the cooking process | 500004777:Ensure comfort in the sleeping area | 500042946:Return to home | 500044556:Enjoy the meal alone in the tranquility of home | 500061990:Enjoy the meal | 500062228:Choose the most convenient shopping method (e.g., online or physical store)",2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0
507,5,45901.0,6,6,3,0,1,0,2,500001485:Set the table and prepare utensils | 500004777:Assess current comfort level | 500042946:Return to home | 500044556:Start preparing the meal | 500061990:Enjoy the meal | 500062228:Travel to the chosen shopping location,2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0
508,5,46801.0,6,6,3,0,1,0,2,"79759:Travel to the chosen shopping location | 500001485:Set the table and prepare utensils | 500004777:If necessary, adjust the room temperature to a comfortable level | 500042946:Return to home from current location | 500044556:Start preparing the meal | 500061990:Enjoy the meal",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
509,5,47701.0,6,6,3,0,1,0,2,"500001485:Serve the meal | 500004777:If necessary, adjust the room temperature to a comfortable level | 500042946:Return to home from current location | 500044556:Set the table with utensils and a meal tray | 500061990:Enjoy the meal | 500063939:Travel to the chosen shopping location",3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
510,5,48601.0,6,6,3,0,0,0,3,500001485:Serve the meal | 500004777:Prepare the sleeping area with comfort in mind | 500042946:Return to home from current location | 500044556:Prepare and consume the meal | 500061990:Clean up after eating | 500063939:Complete the shopping task,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
511,5,49501.0,6,6,3,1,0,0,2,"96924:Complete the shopping task | 500001485:Enjoy the meal alone, in reflection of the day's tranquility | 500004777:Relax and unwind to create a serene bedtime routine | 500042946:Enter home | 500044556:Prepare and consume the meal | 500061990:Clean up after eating",2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
512,5,50401.0,6,6,3,0,0,0,3,"500001485:Enjoy the meal alone, in reflection of the day's tranquility | 500004777:Enter the sleeping environment at the current time | 500042946:Return to home | 500044556:Prepare and consume the meal | 500054896:Complete the shopping task | 500061990:Reflect on the meal experience",4.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0
513,5,51301.0,6,6,3,1,0,0,2,500001485:Prepare a comfortable sleeping environment | 500004777:Lie down and prepare for sleep | 500042946:Return to home | 500044556:Prepare and consume the meal | 500054896:Check current location suitability for eating | 500061990:Reflect on the meal experience,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
514,5,52201.0,6,6,2,2,0,0,2,"500001485:Adjust the room temperature to be conducive to sleep | 500004777:Begin preparing a meal with a simple dish, reflecting on the day's calm and balance | 500042946:Return to home | 500044556:Clean up after eating | 500054896:If suitable, find a quiet spot to sit and enjoy the sunny weather | 500061990:Relax after the peaceful day",2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0
515,5,53101.0,6,6,2,2,0,0,2,"500001485:Relax and unwind before sleeping | 500004777:Begin preparing a meal with a simple dish, reflecting on the day's calm and balance | 500042946:Assess the available food options at the current location | 500044556:Clean up after eating | 500054896:Check available food options nearby | 500061990:Relax after the peaceful day",1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0
516,5,54001.0,6,6,1,1,0,0,4,"500001485:Set the alarm for the next day if necessary | 500004777:Begin preparing a meal with a simple dish, reflecting on the day's calm and balance | 500042946:Assess the available food options at the current location | 500044556:Reflect on the day's events | 500054896:Select a nearby eatery if desired | 500061990:Prepare the bedroom for a comfortable sleep",1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
517,5,54901.0,6,6,3,2,0,0,1,"500001485:Lie down in bed | 500004777:Sit down at the dining table, setting a pleasant meal environment | 500042946:Choose a food item or decide to prepare a meal | 500044556:Reflect on the day's events | 500054896:Prepare to eat at the selected location | 500061990:Prepare the bedroom for a comfortable sleep",0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
518,5,55801.0,6,6,2,2,0,0,2,"500001485:Engage in a calming activity to induce sleep | 500004777:Enjoy the meal, focusing on the nourishment and the moment of tranquility | 500042946:Choose a food item or decide to prepare a meal | 500044556:Relax and enjoy the quiet of the home | 500054896:Evaluate available food options at current location | 500061990:Prepare a comfortable sleeping environment",0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
519,5,56701.0,6,6,1,2,0,0,3,"500001485:Ensure a comfortable sleeping environment | 500004777:Enjoy the meal, focusing on the nourishment and the moment of tranquility | 500042946:If applicable, prepare the chosen food item or order it | 500044556:Relax and enjoy the quiet of the home | 500054896:Select a food item that suits the weather and temperature | 500061990:Relax and wind down",1.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0
520,5,57601.0,6,6,1,2,0,0,3,"500001485:Prepare for sleep by dimming lights and adjusting room temperature if necessary | 500004777:Reflect on the simplicity and value of peace during the meal | 500042946:If applicable, prepare the chosen food item or order it | 500044556:Ensure comfortable sleeping environment | 500054896:Select a food item that suits the weather and temperature | 500061990:Retire to bed",2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0
521,5,58501.0,6,6,2,2,0,0,2,500001485:Engage in a relaxing activity to ease into sleep | 500004777:Reflect on the simplicity and value of peace during the meal | 500042946:Consume the chosen food item or meal | 500044556:Set the time for sleep | 500054896:Prepare or buy the selected food item | 500061990:Adjust the room temperature if necessary,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
522,5,59401.0,6,6,2,3,0,0,1,"13271:Consume the chosen food item or meal | 500001485:Go to the bedroom | 500004777:Clear the table, preparing for a restful rest following the meal | 500044556:Relax and prepare for sleep | 500054896:Prepare or buy the selected food item | 500061990:Check the comfort of the bed",2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0
523,5,60301.0,6,6,3,2,0,0,1,"500001485:Lay down in the bed | 500004777:Clear the table, preparing for a restful rest following the meal | 500044556:Prepare the sleeping area | 500054896:Find a comfortable spot to eat | 500055027:Consume the chosen food item or meal | 500061990:Go to sleep",0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
524,5,61201.0,6,6,2,4,0,0,0,"500001485:Begin the sleep process | 500004777:Engage in a relaxing activity or simply rest, savoring the peacefulness of the day | 500044556:Relax and unwind to prepare for sleep | 500054896:Enjoy the meal | 500055027:Ensure the environment is suitable for eating (e.g., clear away clutter) | 500061990:Prepare for sleep by relaxing and winding down",0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
525,5,62101.0,6,6,2,1,0,0,3,500001485:Reflect on today's peaceful day | 500004777:Prepare a comfortable sleeping environment | 500044556:Assess current comfort level | 500054896:Enjoy the meal | 500055027:Reflect on the meal experience | 500061990:Set up the bed for a comfortable sleep,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0
526,5,63001.0,6,6,1,0,0,0,5,500001485:Reflect on today's peaceful day | 500004777:Ensure the room is at a comfortable temperature | 500044556:Prepare sleeping area if necessary | 500054896:Ensure the meal is enjoyable and fulfilling | 500055027:Return to the house | 500061990:Change into comfortable sleepwear,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
527,5,63901.0,6,6,1,1,0,0,4,500001485:Recall moments of joy and sadness | 500004777:Set the alarm if needed | 500044556:Relax to wind down | 500054896:Ensure the meal is enjoyable and fulfilling | 500055027:Return to the house | 500061990:Change into comfortable sleepwear,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0
528,5,64801.0,6,6,0,1,0,0,5,500001485:Recall moments of joy and sadness | 500004777:Perform a calming routine to relax the mind | 500044556:Set the alarm for the next day | 500054896:Identify shopping needs | 500055027:Return to the house | 500061990:Adjust room temperature if necessary to 23C,4.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
529,5,65701.0,6,6,0,3,1,0,2,500001485:Contemplate the underlying feeling of hope | 500004777:Lie down in the prepared bed | 500044556:Begin the process of sleep preparation | 500054896:Plan the shopping route | 500055027:Check and adjust the temperature in the room to a comfortable level | 500061990:Perform a calming pre-sleep routine,2.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0
530,5,66601.0,6,6,0,4,0,0,2,"500001485:Contemplate the underlying feeling of hope | 500004777:Close the eyes and begin to relax, allowing sleep to come naturally | 500044556:Go to bed at an appropriate time for a 7-8 hour sleep cycle | 500054896:Go to the shopping location | 500055027:Prepare the bed for sleeping | 500061990:Prepare for bed",1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0
531,5,67501.0,6,6,0,2,1,0,3,500001485:Visualize a future filled with positive anticipation | 500004777:Determine necessary shopping items based on needs and preferences | 500044556:Prepare the sleep environment | 500054896:Select items based on needs | 500055027:Return home from current location | 500061990:Prepare for bed,4.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0
532,5,68401.0,6,6,0,1,1,0,4,500001485:Engage in a calming activity to reinforce the feeling of hope | 500004777:Determine necessary shopping items based on needs and preferences | 500044556:Relax to settle into a calm state | 500054896:Select items based on needs | 500055027:Return home from current location | 500061990:Check for comfort items,4.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0
533,5,69301.0,6,6,0,1,1,0,4,500001485:Engage in a calming activity to reinforce the feeling of hope | 500004777:Check the availability of shopping stores or markets within walking distance | 500044556:Enter sleep mode | 500054896:Checkout and pay for the items | 500055027:Return home from current location | 500061990:Turn off electronics,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0
534,5,70201.0,6,6,0,0,2,0,4,"500001485:Prepare the sleeping environment | 500004777:Get ready to leave home, considering the weather and temperature | 500044556:Set the alarm if needed | 500054896:Review necessary shopping list | 500055027:Return home from current location | 500061990:Practice relaxation techniques",3.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0
535,5,71101.0,6,6,0,2,2,0,2,500001485:Relax and wind down | 500004777:Travel to the selected shopping location | 500044556:Ensure a comfortable temperature for sleep | 500054896:Review necessary shopping list | 500055027:Return home from current location | 500061990:Practice relaxation techniques,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
536,5,72001.0,6,6,0,2,3,0,1,500001485:Retire to the bedroom | 500005292:Travel to the selected shopping location | 500044556:Begin the process of sleep | 500054896:Travel to local supermarket | 500055027:Return home from current location | 500061990:Set the alarm,4.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0
537,5,72901.0,6,6,0,2,2,0,2,29624:Travel to local supermarket | 500001485:Lie down in the bed | 500005292:Travel to the selected shopping location | 500044556:Determine necessary items based on daily needs | 500055027:Prepare a comfortable sleep environment | 500061990:Enter restful state,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
538,5,73801.0,6,6,0,1,1,0,4,500001485:Adjust the sleeping position | 500005292:Purchase necessary items | 500043387:Travel to local supermarket | 500044556:Determine necessary items based on daily needs | 500055027:Perform a relaxing activity to unwind | 500061990:Enter restful state,4.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
539,5,74701.0,6,6,1,2,0,0,3,500001485:Close eyes to initiate sleep | 500004777:Purchase necessary items | 500043387:End work duties | 500044556:Determine necessary items based on daily needs | 500055027:Perform a relaxing activity to unwind | 500061990:Review the ingredients and plan a meal based on current supplies,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0
540,5,75601.0,6,6,2,0,0,0,4,500001485:Ensure the kitchen is ready for cooking | 500004777:Purchase necessary items | 500043387:End work duties | 500044556:Determine necessary items based on daily needs | 500055027:Engage in a light reading or meditation to calm thoughts | 500061990:Review the ingredients and plan a meal based on current supplies,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
541,5,76501.0,6,6,2,0,2,0,2,500001485:Ensure the kitchen is ready for cooking | 500004777:Return home with the purchased items | 500043387:Travel from workplace to home | 500044556:Determine necessary items based on daily needs | 500055027:Engage in a light reading or meditation to calm thoughts | 500061990:Prepare the meal in a comfortable and relaxing setting,5.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
542,5,77401.0,6,6,2,0,1,0,3,1954:Travel from workplace to home | 500001485:Prepare the ingredients for the meal | 500004777:Check my schedule for available friends | 500044556:Determine necessary items based on daily needs | 500055027:Set the room temperature to a comfortable level | 500061990:Prepare the meal in a comfortable and relaxing setting,3.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0
543,5,78301.0,6,6,3,1,1,0,1,88789:Travel from workplace to home | 500001485:Prepare the ingredients for the meal | 500004777:Select a method of communication | 500044556:Enjoy a quiet meal | 500055027:Lie down in bed and initiate the sleep process | 500061990:Enjoy the meal alone or invite a close friend or family member if desired,2.0,0.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0
544,5,79201.0,6,6,3,1,1,1,0,500001485:Cook the meal | 500004777:Pick up the phone and call a friend | 500044556:Enjoy a quiet meal | 500055027:Return home from current location | 500061990:Enjoy the meal alone or invite a close friend or family member if desired | 500062228:Prepare for bed,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0
545,5,80101.0,6,6,3,1,1,0,1,500001485:Cook the meal | 500004777:Identify suitable friends to contact | 500044556:Prepare some leftovers from today’s cooking | 500055027:Return home from current location | 500061990:Enjoy the meal alone or invite a close friend or family member if desired | 500062228:Enter rest mode,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0
546,5,81001.0,6,6,3,0,1,0,2,500001485:Cook the meal | 500004777:Retrieve contacts list | 500044556:Prepare some leftovers from today’s cooking | 500055027:Return home from current location | 500061990:Enjoy the meal alone or invite a close friend or family member if desired | 500062228:Turn off lights,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0
